0,13.0
1,51.0
2,52.0
3,10.0
4,3.0
5,19.0
6,24.0
7,11.0
8,18.0
9,42.0
10,56.0
11,14.0
12,32.0
13,28.0
14,30.0
15,15.0
16,14.0
17,22.0
18,7.0
19,50.0
20,5.0
21,15.0
22,20.0
23,13.0
24,14.0
25,18.0
26,14.0
27,50.0
28,11.0
29,9.0
30,43.0
31,37.0
32,47.0
33,26.0
34,49.0
35,10.0
36,59.0
37,53.0
38,4.0
39,24.0
40,20.0
41,6.0
42,8.0
43,14.0
44,17.0
45,3.0
46,24.0
47,43.0
48,8.0
49,26.0
50,7.0
51,16.0
52,3.0
53,
54,52.0
55,53.0
56,10.0
57,3.0
58,15.0
59,36.0
60,52.0
61,3.0
62,26.0
63,9.0
64,54.0
65,45.0
66,13.0
67,56.0
68,17.0
69,37.0
70,4.0
71,
72,20.0
73,67.0
74,12.0
75,3.0
76,13.0
77,19.0
78,10.0
79,12.0
80,3.0
81,43.0
82,13.0
83,
84,12.0
85,46.0
86,31.0
87,9.0
88,3.0
89,3.0
90,20.0
91,59.0
92,13.0
93,20.0
94,50.0
95,50.0
96,3.0
97,45.0
98,72.0
99,50.0
100,43.0
101,49.0
102,27.0
103,20.0
104,28.0
105,33.0
106,29.0
107,41.0
108,3.0
109,4.0
110,5.0
111,19.0
112,3.0
113,8.0
114,39.0
115,13.0
116,49.0
117,49.0
118,41.0
119,
120,
121,40.0
122,
123,
124,33.0
125,3.0
126,8.0
127,
128,
129,3.0
130,3.0
131,47.0
132,2.0
133,9.0
134,27.0
135,41.0
136,1.0
137,37.0
138,13.0
139,29.0
140,14.0
141,7.0
142,14.0
143,45.0
144,14.0
145,42.0
146,42.0
147,10.0
148,53.0
149,
150,37.0
151,49.0
152,13.0
153,8.0
154,40.0
155,46.0
156,17.0
157,14.0
158,14.0
159,64.0
160,26.0
161,22.0
162,49.0
163,17.0
164,50.0
165,3.0
166,17.0
167,17.0
168,40.0
169,24.0
170,3.0
171,11.0
172,44.0
173,56.0
174,28.0
175,50.0
176,29.0
177,15.0
178,45.0
179,
180,
181,25.0
182,29.0
183,32.0
184,16.0
185,
186,51.0
187,
188,44.0
189,14.0
190,18.0
191,13.0
192,23.0
193,55.0
194,15.0
195,10.0
196,9.0
